block, site, code, plotID, boutNumber, measuredBy, recordedBy, date_YYYYMMDD, date2, camera," camera2	",
1, N, 31.1.1,16,4, Cliff, Thioro,20171201,20180214, 135001-135004," 151132-151133	",
1,N,31.4.1,16,4,Cliff,Thioro,20171201,20180214,131918-131922,144826 - 144830,
1,N,32.2.1,16,2,Cliff,Thioro,20171120,20180209,155347,152221 - 152228,
1,N,32.4.1,16,2,Cliff,Thioro,20171120,20180209,162458,144326 - 144327,
1,N,40.1.1,16,3,Cliff,Thioro,20171129,20180214,145937,135124-135128,
1,N,40.3.1,16,3,Cliff,Thioro,20171129,20180214,132741,131830,131830-131845
1,N,41.1.1,16,1,Cliff,Thioro,20171108,20180209,625-2524,134923-134924,
1,N,41.4.1,16,1,Cliff,Thioro,20171108,20180209,625-2523,131540-131541,
1,S,31.1.1,16S,2,Cliff,Thioro,20180309,20180309,143526-143527,,
1,S,31.4.1,16S,2,Cliff,Thioro,20180309,20180309,142334-142335,,
1,S,32.2.1,16S,1,Cliff,Thioro,20180307,20180307,152045-152048,,
1,S,32.4.1,16S,1,Cliff,Thioro,20180307,20180307,151107-151108,,
1,S,40.1.1,16S,2,Cliff,Thioro,20180309,20180307,133438-133439,,
1,S,40.3.1,16S,2,Cliff,Thioro,20180309,20180309,131437-131443,,
1,S,41.1.1,16S,1,Cliff,Thioro,20180307,20180307,143531-143532,,
1,S,41.4.1,16S,1,Cliff,Thioro,20180307,20180307,141934-141935,,
4,N,31.1.1,10,1,Cliff,Thioro,20180110,20180110,130928-130930,,
4,N,31.4.1,10,1,Cliff,Thioro,20180110,20180110,135432-135433,,
4,N,32.2.1,10,2,Cliff,Thioro,20180112,20180112,,,
4,N,32.4.1,10,2,Cliff,Thioro,20180112,20180112,140602-140604,,
4,N,40.1.1,10,3,Cliff,Thioro,20180122,20180122,143527-143531,,
4,N,40.3.1,10,3,Cliff,Thioro,20180122,20180122,131422-131424,,
4,N,41.1.1,10,2,Cliff,Thioro,20180112,20180112,153500-153503,,
4,N,41.4.1,10,2,Cliff,Thioro,20180112,20180112,150827-150834,,
4,S,31.1.1,4S,1,Cliff,Thioro,20180330,20180330,102547-102548,,
4,S,31.4.1,4S,1,Cliff,Thioro,20180330,,105324-105326,,
4,S,32.2.1,4S,1,Cliff,Thioro,20180330,20180330,143909-143910,,
4,S,32.4.1,4S,1,Cliff,Thioro,20180330,20180330,115810-115811,,
4,S,40.1.1,4S,1,Cliff,Thioro,20180330,20180330,161033-161035,,
4,S,40.3.1,4S,1,Cliff,Thioro,20180330,20180330,154443-154444,,
4,S,41.1.1,4S,1,Cliff,Thioro,20180330,20180330,141216-141217,,
4,S,41.4.1,4S,1,Cliff,Thioro,20180330,20180330,143524-143526,,
14,N,31.1.1,14N,1,Cliff,Thioro,20180326,,131210-131211,,
14,N,31.4.1,,,Cliff,Thioro,,20180326,,,
14,N,31.4.10,,,,,,,,,
14,N,32.2.1,3N,2,Cliff,Thioro,20180323,20180323,131357-131440,,
14,N,32.4.1,3N,2,Cliff,Thioro,20180323,20180323,134133-134157,,
14,N,40.1.1,3N,1,Cliff,Thioro,20180319,20180319,140620-140622,,
14,N,40.3.1,3N,1,Cliff,Thioro,20180319,20180319,135327-135328,,
14,N,41.1.1,3N,1,Cliff,Thioro,20180319,20180319,,,
14,N,41.4.1,3N,1,Cliff,Thioro,20180319,20180319,,,
14,S,31.1.1,3,4,Cliff,Thioro,20171220,20171220,132130-132132,,
14,S,31.4.1,3,4,Cliff,Thioro,20171220,20171220,,,
14,S,32.2.1,3,3,Cliff,Thioro,20171218,20171218,,,
14,S,32.4.1,3,3,Cliff,Thioro,20171218,20171218,135239-135312-135313,,
14,S,40.1.1,3,1,Cliff,Thioro,20171213,20171213,132905-132909,,
14,S,40.3.1,3,1,Cliff,Thioro,20171213,20171213,145432-145442,,
14,S,41.1.1,3,2,Cliff,Thioro,20171215,20171215,022231-022237,,
14,S,41.4.1,3,2,Cliff,Thioro,20171215,20171215,014636-014638,,
15,N,31.1.1,2,1,Cliff,Thioro,20180131,20180131,133731-133732,,
15,N,31.4.1,2,1,Cliff,Thioro,20180131,20180131,140205-140242,,
15,N,32.2.1,2,2,Cliff,Thioro,20180202,20180202,132315-132318,,
15,N,32.4.1,2,2,Cliff,Thioro,20180202,20180202,135331-135334,,
15,N,40.1.1,2,2,Cliff,Thioro,20180202,20180202,,,
15,N,40.3.1,2,2,Cliff,Thioro,20180202,20180202,153205-153206,,
15,N,41.1.1,2,3,Cliff,Thioro,20180205,20180205,132714-132715,,
15,N,41.4.1,2,3,Cliff,Thioro,20180205,20180205,134854-134855,,
15,S,31.1.1,2S,1,Cliff,Thioro,20180406,20180406,141454-141457,,
15,S,31.4.1,2S,1,Cliff,Thioro,20180406,20180406,143945-143848,,
15,S,32.2.1,2S,1,Cliff,Thioro,20180406,20180406,154813-154818,,
15,S,32.4.1,2S,1,Cliff,Thioro,20180406,20180406,160531-160532,,
15,S,40.1.1,2S,1,Cliff,Thioro,20180406,20180406,110910-110924-110931,,
15,S,40.3.1,2S,1,Cliff,Thioro,20180406,20180406,104212-104212,,
15,S,41.1.1,2S,1,Cliff,Thioro,20180406,20180406,,,
15,S,41.4.1,2S,1,Cliff,Thioro,20180406,20180406,120822-120824,,
